title,pub_type,date_issued,authors,doi,publisher,abstract_en,abstract_de,pdf_paths,pdf_count,openalex_id,concepts,cited_by_count,referenced_works_count,concepts_norm
CQELS 2.0: Towards A Unified Framework for Semantic Stream Fusion,Inproceedings,2021,"Le-Tuan, Anh,Nguyen Duc, Manh,Chien-Quang, Le,Tran, Trung-Kien,Hauswirth, Manfred,Eiter, Thomas,Le Phuoc, Danh",,,,,,0.0,https://openalex.org/W3089802901,"['Graph drawing', 'Graph Layout', 'Computer science', 'Readability', 'Planar graph', 'Crossing number (knot theory)', 'Graph', 'Outerplanar graph', 'Page layout', 'Enhanced Data Rates for GSM Evolution', 'Theoretical computer science', 'Line graph', 'Voltage graph', 'Artificial intelligence', 'Engineering', 'Programming language', 'Aerospace engineering', 'Business', 'Intersection (aeronautics)', 'Advertising']",5.0,69.0,['advertising; aerospace engineering; artificial intelligence; business; computer science; crossing number (knot theory); engineering; enhanced data rates for gsm evolution; graph; graph drawing; graph layout; intersection (aeronautics); line graph; outerplanar graph; page layout; planar graph; programming language; readability; theoretical computer science; voltage graph']
Preface,Inproceedings,2021,"Bartocci, Ezio,Falcone, Ylies,Leucker, Martin",,Springer,,,,0.0,https://openalex.org/W3112917844,"['Computer science', 'Soft error', 'Redundancy (engineering)', 'Fault tolerance', 'Compiler', 'Embedded system', 'Reliability (semiconductor)', 'Fault injection', 'Distributed computing', 'Overhead (engineering)', 'Software', 'Reliability engineering', 'Parallel computing', 'Power (physics)', 'Operating system', 'Engineering', 'Quantum mechanics', 'Electronic engineering', 'Physics']",0.0,55.0,['compiler; computer science; distributed computing; electronic engineering; embedded system; engineering; fault injection; fault tolerance; operating system; overhead (engineering); parallel computing; physics; power (physics); quantum mechanics; redundancy (engineering); reliability (semiconductor); reliability engineering; soft error; software']
On the Readability of Abstract Set Visualizations,Article,2021,"Wallinger, Markus,Jacobsen, Ben,Kobourov, Stephen G.,N llenburg, Martin",10.1109/tvcg.2021.3074615,,"Set systems are used to model data that naturally arises in many contexts: social networks have communities, musicians have genres, and patients have symptoms. Visualizations that accurately reflect the information in the underlying set system make it possible to identify the set elements, the sets themselves, and the relationships between the sets. In static contexts, such as print media or infographics, it is necessary to capture this information without the help of interactions. With this in mind, we consider three different systems for medium-sized set data, LineSets, EulerView, and MetroSets, and report the results of a controlled human-subjects experiment comparing their effectiveness. Specifically, we evaluate the performance, in terms of time and error, on tasks that cover the spectrum of static set-based tasks. We also collect and analyze qualitative data about the three different visualization systems. Our results include statistically significant differences, suggesting that MetroSets performs and scales better.",,,0.0,https://openalex.org/W3047576229,"['Computer science', 'Construction industry', 'Building information modeling', 'Architectural engineering', 'Industrial design', 'Construction engineering', 'Systems engineering', 'Manufacturing engineering', 'Engineering drawing', 'Engineering', 'Mechanical engineering', 'Operations management', 'Scheduling (production processes)']",4.0,39.0,['architectural engineering; building information modeling; computer science; construction engineering; construction industry; engineering; engineering drawing; industrial design; manufacturing engineering; mechanical engineering; operations management; scheduling (production processes); systems engineering']
MetroSets: Visualizing Sets as Metro Maps,Article,2021,"Jacobsen, Ben,Wallinger, Markus,Kobourov, Stephen G.,N llenburg, Martin",10.1109/tvcg.2020.3030475,,"We propose MetroSets, a new, flexible online tool for visualizing set systems using the metro map metaphor. We model a given set system as a hypergraph H = (V, S), consisting of a set V of vertices and a set S, which contains subsets of V called hyperedges. Our system then computes a metro map representation of H, where each hyperedge E in S corresponds to a metro line and each vertex corresponds to a metro station. Vertices that appear in two or more hyperedges are drawn as interchanges in the metro map, connecting the different sets. MetroSets is based on a modular 4-step pipeline which constructs and optimizes a path-based hypergraph support, which is then drawn and schematized using metro map layout algorithms. We propose and implement multiple algorithms for each step of the MetroSet pipeline and provide a functional prototype with easy-to-use preset configurations. Furthermore, using several real-world datasets, we perform an extensive quantitative evaluation of the impact of different pipeline stages on desirable properties of the generated maps, such as octolinearity, monotonicity, and edge uniformity.",,,0.0,https://openalex.org/W3047225828,"['Demolition', 'Building information modeling', 'Reuse', 'Ground-penetrating radar', 'Construction engineering', 'Masonry', 'Computer science', 'Raw material', 'Building material', 'Christian ministry', 'Architectural engineering', 'Systems engineering', 'Engineering', 'Civil engineering', 'Radar', 'Waste management', 'Organic chemistry', 'Philosophy', 'Chemical engineering', 'Chemistry', 'Theology', 'Telecommunications', 'Compatibility (geochemistry)']",4.0,12.0,['architectural engineering; building information modeling; building material; chemical engineering; chemistry; christian ministry; civil engineering; compatibility (geochemistry); computer science; construction engineering; demolition; engineering; ground-penetrating radar; masonry; organic chemistry; philosophy; radar; raw material; reuse; systems engineering; telecommunications; theology; waste management']
Towards Informational Self-determination: Data Portability Requests Based on GDPR by Providing Public Platforms for Authorised Minimal Invasive Privacy Protection,Inproceedings,2021,"Schmelz, Dominik,Pinter, Karl,Niemeier, Phillip,Grechenig, Thomas",10.1007/978-3-030-86162-9_11,,"The Universal Declaration of Human Rights (UDHR) defines that no human being should be subjected to arbitrary interference with his privacy. Yet last decade s digital platform progress has been legally widely unframed and untamed. Therefore, both collection and commercial use of personal data has become a widespread and profitable business model in which individuals currently practically have very little power. European Union s General Data Protection Regulation (GDPR) rebalances rights and obligations of data controllers processing personal data and data subjects whose data are being processed. Well-tailored and targeted use of blockchain technologies enables system transactions that strengthen individual regain of control over personal data and securely transfer it. The proposed system (PPAMIPP, public platform for authorised minimal invasive privacy protection) allows data subjects to claim the personal data processed by them and request their transfer in accordance with the GDPR by defining a respective novel process and supporting technical architecture. The proposed system is validated using a prototype implementation. In addition to demonstrating the feasibility of the system while maintaining confidentiality and integrity, the trade-offs between privacy and usability, as well as general problems of the defined process from legal and technical viewpoints, are highlighted.",,,0.0,https://openalex.org/W3047523044,"['Humanities', 'Philosophy']",2.0,43.0,['humanities; philosophy']
Hinweise und Ma nahmen zur Non-Diskriminierung kleinerer Plattformen im Rahmen des aktuellen Kommunikationsplattformengesetz: Unterst tzungsmodelle zur Vermeidung von Overblocking in der Cybergovernance,Inproceedings,2021,"Pinter, Karl,Schmelz, Dominik,Grechenig, Thomas",,,,"Das Kommunikationsplattformengesetz richtet sich gegen hetzerische Beitr ge im Netz. Betroffene Online Plattformen m ssen M glichkeiten der Meldung und L schung zur Verf gung stellen. Dabei existiert keine einheitliche Meldestelle. Die B rgerinnen und B rger sollen in die Lage versetzt werden, Meldungen gesichert und nachvollziehbar nach einem zentralen Schema vorzunehmen. Den Kommunikationsplattformbetreibern soll die M glichkeit gegeben werden, fundierte Entscheidungen tre!en zu k nnen, um Overblocking zu vermeiden. Die Autoren schlagen eine Legal Technology vor, die im Sinne von ma voller Cybergovernance und eines b rgernahen eGovernments handelt.",,0.0,https://openalex.org/W3019068437,"['Gynecology', 'Medicine']",0.0,31.0,['gynecology; medicine']
SCI_BIM Scanning and data capturing for Integrated Resources and Energy Assessment using Building Information Modelling,Report,2021,"Honic, Meliha,Kovacic, Iva,Sreckovic, Marijana,Gourlis, Georgios,Rechberger, Helmut,Aschenbrenner, Philipp,Fellner, Johann,Wimmer, Michael,Gilmutdinov, Ildar,Pont, Ulrich,Mahdavi, Ardeshir,Schuss, Matthias,Ferschin, Peter,K n, Peter,Schl gel, Ingrid,Hinterleitner, Alois,L cker, Klaus,Totschnig, Ralf,Meixner, Philipp,Greussnig, Isabelle,Schmidt, Stefan,Steiner, Hannes,Uhlariova, Gizela,Ragossnig, Arne,Kondracki, Krzysztof,Maier, J rgen,Moroz, Uliana,Ragossnig-Angst, Michaela,Raskovic, Melanie",,,"Due to the rapidly increasing consumption of resources and land worldwide, as well as the growing generation of waste, the building stock plays a crucial role not only for the reduction of the energy consumption, but also as a future source of materials (urban mining). However, there is a lack of information on the detailed material composition of the building stock, which is the main obstacle for modelling and predicting its future use. Therefore, the main research question is whether the use of the digital technologies ""Laser Scanning"" and ""Ground Penetrating Radar"" (GPR) as well as a gamification concept, enable to develop and maintain a digital twin (BIM model) which serves as a basis for urban mining.","Auf Grund des weltweit steigenden Verbrauchs von materiellen Ressourcen und dem ebenfalls ansteigenden Aufkommen von Abfall sind Geb udebest nde nicht nur f r die Reduktion des Energieverbrauchs, sondern auch als zuk nftige Quellen f r materielle Ressourcen (Urban Mining) von wesentlicher Bedeutung. Jedoch fehlt das Wissen ber die genaue materielle Zusammensetzung der Geb udebest nde, um die zuk nftige Nutzung modellieren und prognostizieren zu k nnen. Die Forschungsfrage ist, ob durch Einsatz der digitalen Technologien ""Laserscanning"" und ""Ground Penetrating Radar"" (GPR) sowie durch ein Gamification-Konzept, die Erstellung und Instandhaltung eines digitalen Zwillings (BIM-Modell), welcher als Basis f r Urban Mining dient, m glich ist.",,0.0,https://openalex.org/W2997836585,"['Brent Crude', 'Volatility (finance)', 'West Texas Intermediate', 'Economics', 'Econometrics', 'Volatility risk premium', 'Crude oil', 'Volatility smile', 'Financial economics', 'Oil price', 'Monetary economics', 'Engineering', 'Petroleum engineering']",2.0,44.0,['brent crude; crude oil; econometrics; economics; engineering; financial economics; monetary economics; oil price; petroleum engineering; volatility (finance); volatility risk premium; volatility smile; west texas intermediate']
The FORA Fog Computing Platform for Industrial IoT,Article,2021,"Pop, Paul,Zarrin, Bahram,Barzegaran, Mohammadreza,Schulte, Stefan,Punnekkat, Sasikumar,Ruh, Jan,Steiner, Wilfried",10.1016/j.is.2021.101727,,"Industry 4.0 will only become a reality through the convergence of Operational and Information Technologies (OT & IT), which use different computation and communication technologies. Cloud Computing cannot be used for OT involving industrial applications, since it cannot guarantee stringent non-functional requirements, e.g., dependability, trustworthiness and timeliness. Instead, a new computing paradigm, called Fog Computing, is envisioned as an architectural means to realize the IT/OT convergence. In this paper we propose a Fog Computing Platform (FCP) reference architecture targeting Industrial IoT applications. The FCP is based on: deterministic virtualization that reduces the effort required for safety and security assurance; middleware for supporting both critical control and dynamic Fog applications; deterministic networking and interoperability, using open standards such as IEEE 802.1 Time-Sensitive Networking (TSN) and OPC Unified Architecture (OPC UA); mechanisms for resource management and orchestration; and services for security, fault tolerance and distributed machine learning. We propose a methodology for the definition and the evaluation of the reference architecture. We use the Architecture Analysis Design Language (AADL) to model the FCP reference architecture, and a set of industrial use cases to evaluate its suitability for the Industrial IoT area.",,,0.0,,[],,,[]
Updatable Signatures and Message Authentication Codes,Inproceedings,2021,"Cini, Valerio,Ramacher, Sebastian,Slamanig, Daniel,Striecks, Christoph,Tairi, Erkan",10.1007/978-3-030-75245-3_25,,"Cryptographic objects with updating capabilities have been proposed by Bellare, Goldreich and Goldwasser (CRYPTO'94) under the umbrella of incremental cryptography. They have recently seen increased interest, motivated by theoretical questions (Ananth et al., EC'17) as well as concrete practical motivations (Lehmann et al., EC'18; Groth et al. CRYPTO'18; Kloo{\\ss} et al., EC'19). In this work, the form of updatability we are particularly interested in is that primitives are key-updatable \\textit{and} allow to update ``old&quot; cryptographic objects, e.g., signatures or message authentication codes, from the ``old&quot; key to the updated key at the same time without requiring full access to the new key (i.e., only via a so-called update token). Inspired by the rigorous study of updatable encryption by Lehmann and Tackmann (EC'18) and Boyd et al. (CRYPTO'20), we introduce a definitional framework for updatable signatures (USs) and message authentication codes (UMACs). We discuss several applications demonstrating that such primitives can be useful in practical applications, especially around key rotation in various domains, as well as serve as building blocks in other cryptographic schemes. We then turn to constructions and our focus there is on ones that are secure and practically efficient. In particular, we provide generic constructions from key-homomorphic primitives (signatures and PRFs) as well as direct constructions. This allows us to instantiate these primitives from various assumptions such as DDH or CDH (latter in bilinear groups), or the (R)LWE and the SIS assumptions. As an example, we obtain highly practical US schemes from BLS signatures or UMAC schemes from the Naor-Pinkas-Reingold PRF.",,,0.0,,[],,,[]
Safety und Security  ein Spannungsfeld in der industriellen Praxis,Article,2021-11,"Hollerer, Siegfried,Kastner, Wolfgang,Sauter, Thilo",10.1007/s00502-021-00930-0,,"The borders between Information Technology (IT) and Operational Technology (OT) become indistinct, leading to an increasing interdependence between the protection goals of security and safety. For example, a cyber attack that alters safety functions may in turn lead to threats to people and the environment. Conversely, the misuse of safety functions may cause a machine or production line to stop working, which impacts availability. This article identifies how Austrian stakeholders of industrial automation handle security and safety risks to avoid or prevent undesired situations. The stakeholder analysis performed takes vendors of products or components, integrators, and operators of industrial architectures into account. Subject areas of this study include secure infrastructures, system architectures, and risk management. The results obtained provide insights into the current practices with regard to safety and security in the industry.","Die Grenzen zwischen Informationstechnologie (IT) und Betriebstechnik (OT) verschwimmen zunehmend, wodurch die Schutzziele Informations- und Datensicherheit (Security) und Betriebssicherheit (Safety) ebenfalls immer st rker voneinander abh ngen. Beispielsweise k nnen Cyber-Angriffe Safety-Funktionen ver ndern und dadurch Menschen und die Umgebung gef hrden. Umgekehrt kann der Missbrauch einer Safety-Funktion zum Stopp einer Maschine oder Produktionslinie f hren und so die Verf gbarkeit beeintr chtigen. Der vorliegende Beitrag besch ftigt sich damit, wie verschiedene sterreichische Stakeholder der Industrie aktuell mit Security- und Safety-Risiken umgehen, um unerw nschte Situationen zu vermeiden oder zu verhindern. Bei dieser Analyse werden sowohl Hersteller von Produkten oder Komponenten als auch Integratoren und Betreiber industrieller Systeme befragt. Es werden dabei die Themengebiete sichere Infrastrukturen und Systemarchitekturen sowie Risikomanagement betrachtet. Die daraus abgeleiteten Ergebnisse bieten Einblicke in den aktuellen Stand beim Umgang mit Safety und Security in der Industrie.",pdfs/Safety_und_Security_ein_Spannungsfeld_in_der_industriellen_Praxis.pdf,1.0,,[],,,[]
Davis and Putnam Meet Henkin: Solving DQBF with Resolution,Inproceedings,2021,"Blinkhorn, Joshua,Peitl, Tom  ,Slivovsky, Friedrich",10.1007/978-3-030-80223-3_4,,"Davis-Putnam resolution is one of the fundamental theoretical decision procedures for both propositional logic and quantified Boolean formulas. Dependency quantified Boolean formulas (DQBF) are a generalisation of QBF in which dependencies of variables are listed explicitly rather than being implicit in the order of quantifiers. Since DQBFs can succinctly encode synthesis problems that ask for Boolean functions matching a given specification, efficient DQBF solvers have a wide range of potential applications. We present a new decision procedure for DQBF in the style of Davis-Putnam resolution. Based on the merge resolution proof system, it directly constructs partial strategy functions for derived clauses. The procedure requires DQBF in a normal form called H-Form. We prove that the problem of evaluating DQBF in H-Form is NEXPcomplete. In fact, we show that any DQBF can be converted into H-Form in linear time.",,,0.0,,[],,,[]
Finding the Hardest Formulas for Resolution (Extended Abstract),Inproceedings,2021,"Peitl, Tom  ,Szeider, Stefan",10.24963/ijcai.2021/657,,"A CNF formula is harder than another CNF formula with the same number of clauses if it requires a longer resolution proof. We introduce resolution hardness numbers; they give for m = 1; 2; : : : the length of a shortest proof of a hardest formula on m clauses. We compute the first ten resolution hardness numbers, along with the corresponding hardest formulas. To achieve this, we devise a candidate filtering and symmetry breaking search scheme for limiting the number of potential candidates for hardest formulas, and an efficient SAT encoding for computing a shortest resolution proof of a given candidate formula.",,,0.0,,[],,,[]
Financial Data Exchange with Statistical Confidentiality: A Reasoning-based Approach,Inproceedings,2021,"Bellomarini, Luigi,Blasi, Livia,Laurendi, Rosario,Sallinger, Emanuel",10.5441/002/edbt.2021.66,OpenProceedings.org,"Confidentiality is a crucial requirement in financial data exchange processes. On the one hand, rich microdata is needed for most AI applications, including banking supervision, anti-money laundering, etc. On the other hand, organizations may not be legally authorized to see particular data, e.g., personal data. Striking the right balance provides a number of challenges. Motivated by our experience with the Central Bank of Italy, in this work we present Vada-SA, a reasoning-based framework for financial data exchange with statistical confidentiality. We present a production-ready and fully engineered framework, adopting a reasoning approach. The framework includes explicit consideration of the reasoning process, the business context and declarative transparency that puts the user in control. We show and discuss a number of risk measures and anonymization criteria, implemented and operated in practice",,,0.0,,[],,,[]
Patterns for Reuse in Production Systems Engineering,Article,2021,"Meixner, Kristof,L der, Arndt,Herzog, Jan,Winkler, Dietmar,Biffl, Stefan",10.1142/s0218194021400155,,"In Production Systems Engineering (PSE), domain experts aim at reusing partial system designs implemented as Industry 4.0 assets and software. However, the knowledge on assets is often scattered across engineering artifacts from multiple disciplines and domain experts, making it difficult to find reusable assets and map them to requirements. In this paper, we (i) identify challenges and requirements for the representation of reuse knowledge in PSE, based on the results of a domain analysis in automotive manufacturing; (ii) refine the Industry 4.0 Asset Network (I4AN) meta-model that integrates multi-disciplinary dependencies between the assets; (iii) introduce the I4AN reference model that exposes recurring patterns; and (iv) present basic and applied patterns for reuse in PSE that aim at improving reuse efficiency and lowering risks. We evaluate the I4AN reference model and patterns with reuse scenarios in a feasibility study in automotive manufacturing. The study results indicate that the I4AN reference model and patterns satisfy the elicited requirements and enable PSE domain experts to identify patterns for reuse and sufficiently complete sets of reusable assets in their contexts.",,,0.0,,[],,,[]
Understanding Optical Music Recognition,Article,2021-07,"Calvo-Zaragoza, Jorge,Haji , Jan jr.,Pacha, Alexander",10.1145/3397499,,"For over 50 years, researchers have been trying to teach computers to read music notation, referred to as Optical Music Recognition (OMR). However, this field is still difficult to access for new researchers, especially those without a significant musical background: Few introductory materials are available, and, furthermore, the field has struggled with defining itself and building a shared terminology. In this work, we address these shortcomings by (1) providing a robust definition of OMR and its relationship to related fields, (2) analyzing how OMR inverts the music encoding process to recover the musical notation and the musical semantics from documents, and (3) proposing a taxonomy of OMR, with most notably a novel taxonomy of applications. Additionally, we discuss how deep learning affects modern OMR research, as opposed to the traditional pipeline. Based on this work, the reader should be able to attain a basic understanding of OMR: its objectives, its inherent structure, its relationship to other fields, the state of the art, and the research opportunities it affords.",,,0.0,,[],,,[]
Tractability Beyond -Acyclicity for Conjunctive Queries with Negation,Inproceedings,2021-06-20,"Lanzinger, Matthias",10.1145/3452021.3458308,,"Numerous fundamental database and reasoning problems are known to be NP-hard in general but tractable on instances where the underlying hypergraph structure is -acyclic. Despite the importance of many of these problems, there has been little success in generalizing these results beyond acyclicity. In this paper, we take on this challenge and propose nest-set width, a novel generalization of hypergraph -acyclicity. We demonstrate that nest-set width has desirable properties and algorithmic significance. In particular, evaluation of boolean conjunctive queries with negation is tractable for classes with bounded nest-set width. Furthermore, propositional satisfiability is fixed-parameter tractable when parameterized by nest-set width.",,,0.0,,[],,,[]
"Designing to support People Working, Connecting and Living Well in Mobile Work Environments",Inproceedings,2021,"Fitzpatrick, Geraldine",,Schloss Dagstuhl - Leibniz Center for Informatics,"echnology is making it increasingly easier to connect, interact and work independent of traditional office spaces - work is becoming more mobile, more distributed in space and time. With this mobility comes a number of challenges. One is around how to be effective at/in work, to maintain motivation and productivity without the structures and oversight of work places. This requires people to operate with a high degree of autonomy and self-efficacy. And it requires new forms of leadership to enable such autonomy, provide appropriate support and to build trust. A second challenge is how to build and maintain high quality social connections in the absence of contemporaneous co-location. This is both for relationship building and for effective collaboration, creativity and problem solving. Strong social emotional skills are required to build and maintain relationships online, to create empathic connections, and to communicate effectively, often having to take more proactive and explicit steps for communications and interactions that could happen much more implicitly and serendipitously when co-located. A third challenge is about how to navigate time and space and work and all other aspects of life, often talked about in terms of blurring of boundaries. This can have both positive implications for increased flexibility and autonomy, mentioned above. It can also have negative implications for increasing stress and decreasing mental and physical health and well-being. In our human-centred research, we explore roles for technology to support reflective work practices, e.g., [3], to develop emotional and social skills, e.g., [2], and to promote mental and physical health and well-being, e.g., [1].",,,0.0,,[],,,[]
Existential Abstraction on Argumentation Frameworks via Clustering,Inproceedings,2021,"Saribatur, Zeynep G.,Wallner, Johannes P.",10.24963/kr.2021/52,,"Argumentation in Artificial Intelligence (AI) builds on formal approaches to reasoning argumentatively. Common to many such approaches is to use argumentation frameworks (AFs) as reasoning engines, with AFs being composed of arguments and attacks between arguments, which are instantiated from knowledge bases in a principle-based manner. While representing what can be argued for in an AF provides a conceptually clean way, this process can face challenges arising from generating a large number of arguments, which can act as a barrier to explainability. Inspired by successful approaches to model checking where the state explosion is mitigated by applying existential abstraction, we study an adaption of existential abstraction in form of clustering arguments in an AF to address an associated ""argument explosion"". In this paper, we provide a foundational investigation of this form of existential abstraction by defining semantics of the resulting clustered AFs, which balance two inherent aspects of existential abstractions: abstracting from concrete AFs and not permitting too much spuriousness (i.e., conclusions that hold on the abstraction but not on the original AF). Moreover, we show properties of clustered AFs, including complexity results, discuss use of clusterings for explaining results of reasoning tasks, and employ the recently introduced methodology of abstraction in answer set programming (ASP) for obtaining and reasoning over clustered AFs.",,,0.0,,[],,,[]
Inductive Benchmarks for Automated Reasoning,Inproceedings,2021-08-12,"Hajdu, M rton,Hozzov , Petra,Kov cs, Laura,Schoisswohl, Johannes,Voronkov, Andrei",10.1007/978-3-030-81097-9_9,Springer,"We present a large set of benchmarks for automated theorem provers that require inductive reasoning. Motivated by the need to compare first-order theorem provers, SMT solvers and inductive theorem provers, the setting of our examples follows the SMT-LIB standard. Our benchmark set contains problems with inductive data types as well as integers. In addition to SMT-LIB encodings, we provide translations to some other less common input formats.",,pdfs/Inductive_Benchmarks_for_Automated_Reasoning.pdf,1.0,,[],,,[]
Hornero: Thunderstorms Characterization using Visual Analytics,Article,2021-06,"Diehl, Alexandra,Pelorosso, Rodrigo,Ruiz, Juan,Pajarola, Renato,Gr ller, M. Eduard,Bruckner, Stefan",10.1111/cgf.14308,,"Analyzing the evolution of thunderstorms is critical in determining the potential for the development of severe weather events. Existing visualization systems for short-term weather forecasting (nowcasting) allow for basic analysis and prediction of storm developments. However, they lack advanced visual features for efficient decision-making. We developed a visual analytics tool for the detection of hazardous thunderstorms and their characterization, using a visual design centered on a reformulated expert task workflow that includes visual features to overview storms and quickly identify high-impact weather events, a novel storm graph visualization to inspect and analyze the storm structure, as well as a set of interactive views for efficient identification of similar storm cells (known as analogs) in historical data and their use for nowcasting. Our tool was designed with and evaluated by meteorologists and expert forecasters working in short-term operational weather forecasting of severe weather events. Results show that our solution suits the forecasters' workflow. Our visual design is expressive, easy to use, and effective for prompt analysis and quick decision-making in the context of short-range operational weather forecasting.",,,0.0,,[],,,[]
Integer Induction in Saturation,Inproceedings,2021-07-29,"Hozzov , Petra,Kov cs, Laura,Voronkov, Andrei",10.1007/978-3-030-79876-5_21,"Springer, Cham",Integers are ubiquitous in programming and therefore also in applications of program analysis and verification. Such applications often require some sort of inductive reasoning. In this paper we analyze the challenge of automating inductive reasoning with integers. We introduce inference rules for integer induction within the saturation framework of first-order theorem proving. We implemented these rules in the theorem prover Vampire and evaluated our work against other state-of-the-art theorem provers. Our results demonstrate the strength of our approach by solving new problems coming from program analysis and mathematical properties of integers.,,pdfs/Integer_Induction_in_Saturation.pdf,1.0,,[],,,[]
A Multithreaded Vampire with Shared Persistent Grounding,Inproceedings,2021-10,"Rawson, Michael,Reger, Giles",,TU Wien Academic Press,"Automated theorem provers (ATPs) typically run in a single thread. Hardware parallelism is then exploited through portfolios, in which distinct and disjoint strategies are launched as fully-independent processes and do not cooperate. Whilst there has been some historic exploration of cooperation, the technical challenge has prevented this from being fully explored in modern ATPs. The following describes the non-trivial engineering effort required to make the Vampire theorem prover multithreaded, such that multiple proof attempts coexist in the same memory space. This lays the foundations for a new generation of proof search techniques able to cooperate with other proof attempts running in parallel. As an initial demonstration, we implement a shared persistent grounding daemon that receives all clauses generated by all proof attempts and checks whether a heuristically-grounded version is unsatisfiable. The resulting multi-threaded system achieves limited contention compared to the previous process-based implementation, and persistent grounding improves performance in certain cases.",,pdfs/A_Multithreaded_Vampire_with_Shared_Persistent_Grounding.pdf,1.0,,[],,,[]
The Austrian EOSC mandated organisation/The EOSC support office Austria,Article,2021-12-10,"Blumesberger, Susanne,Brandt, Florian,Budroni, Paolo,De Mello Castro Giroletti, Juliana,Ferus, Andreas,Flicker, Katharina,Ganguly, Raman,Guba, Beate,Hanslik, Stefan,Hasani-Mavriqi, Ilire,H negger, Lisa,Kalov , Tereza,Kranewitter, Michael,Logar, Bernd,Panigl, Christian,Rainer, Heimo,Rauber, Andreas,S nchez Sol s, Barbara,Saurugger, Bernd,Schubert, Chris,Vohland, Katrin,Zimmermann, Kerstin",10.31263/voebm.v74i2.6270,,"This report offers some reflections for a better understanding of the realization of the European Open Science Cloud (EOSC) at a local level, describing the implementation of the newly established Austrian EOSC Mandated Organisation and the EOSC Support Office Austria.",Dieser Bericht bietet einige  berlegungen zum besseren Ver-st ndnis der Umsetzung der European Open Science Cloud (EOSC) auf nationaler Ebene und schildert die Entstehung der neu gegr ndeten sterreichischen EOSC Man-dated Organisation und des EOSC Support Office Austria.,pdfs/The_Austrian_EOSC_mandated_organisation_The_EOSC_support_office_Austria.pdf,1.0,,[],,,[]
Unnecessary Input Heuristics and PayJoin Transactions,Inproceedings,2021,"Ghesmati, Simin,Kern, Andreas,Judmayer, Aljosha,Stifter, Nicholas,Weippl, Edgar",10.1007/978-3-030-78642-7_56,,"Over the years, several privacy attacks targeted at UTXO-based cryptocurrencies such as Bitcoin have been proposed. This has led to an arms race between increasingly sophisticated analysis approaches and a continuous stream of proposals that seek to counter such attacks against users privacy. Recently, PayJoin was presented as a new technique for mitigating one of the most prominent heuristics, namely common input ownership. This heuristic assumes that the inputs of a transaction, and thus the associated addresses, belong to the same entity. However, a problem with PayJoin is that implementations can accidentally reveal such transactions if the corresponding inputs from involved parties are not chosen carefully. Specifically, if a transaction is formed in a way such that it contains seemingly unnecessary inputs, it can be identified through so-called unnecessary input heuristic (UIH). What is not yet clear is the impact of naive coin selection algorithms within PayJoin implementations that may flag such transactions as PayJoin. This paper investigates the resemblance of PayJoin transactions to ordinary payment transactions by examining the significance of the unnecessary input heuristic in transactions with more than one input and exactly two outputs which is the common template of recent PayJoin transactions.",,,0.0,,[],,,[]
Acute response on general and sport specific hip joint flexibility to training with novel sport device,Article,2021-05-25,"Hoelbling, Dominik,Grafinger, Manfred,Smiech, Martin Matt us,Cizmic, Dea,Dabnichki, Peter,Baca, Arnold",10.1080/14763141.2021.1922742,,"The study objective is to test general- and sport-specific adaption during a single training on the Flexibility Trainer. The device is designed to trigger residual muscle tone decreases of the hip-joint muscles by providing (nearly) isokinetic resistance during a full range of motion strength training in adduction/abduction and flexion/ extension direction. Static hip flexion and abduction as well as kinematics of double side kicks were analysed on 15 participants before and after training (or rest for controls) to assess general flexibility and sport-specific movement range. Tests were recorded by a Vicon motion capturing system. Static hip flexion and abduction as well as leg vector spreading angles (VSA) at different nodes of the kick were selected to determine adaptions of active and passive flexibility. Normalised hip joint moments, movement velocities and VSA were calculated to evaluate the training with the device. ANOVAs with 4-repeated measures and Friedman tests were performed to identify time differences and Bonferroni post-hoc test to identify between-subject effects. Significant differences were found for both static flexibility tests (Flexion = 13.65%; Abduction = 9.94%) and the VSA at specific action phases ( 15.15%). Results indicate that short-term adaptions when training with the Flexibility Trainer are exceeding comparable literature showing improved flexibility and sport-specific performance.",,,0.0,,[],,,[]
Offensive text detection on English Twitter with deep learning models and rule-based systems,Inproceedings,2021,"Gemes, Kinga Andrea,Kovacs, Adam,Reichel, Markus,Recski, G bor",,CEUR-WS.org,"This paper describes the systems the TUW-Inf team submitted for the HASOC 2021 shared task on identifying offensive comments in social media. Besides a simple BERT-based classifier that achieved one of the highest F-scores on the binary classification task, we also build a high-precision rule-based classifier using a custom framework for human-in-the-loop learning. Both of our approaches are also evaluated qualitatively by manual analysis of 150 tweets, which also highlights possible controversies in the ground truth labels of the HASOC dataset",,pdfs/Offensive_text_detection_on_English_Twitter_with_deep_learning_models_and_rule-based_systems.pdf,1.0,,[],,,[]
