orgunit,title,pub_type,date_issued,authors,doi,publisher,abstract_en,abstract_de,pdf_paths,pdf_count
E193,Data Synthesis for Large-scale Supermarket Product Recognition,Inproceedings,2021,"Strohmayer, Julian,Kampel, Martin",,,,,,0
E193,Evaluation of Monocular and Stereo Depth Data for Geometry-Assisted Learning of 3D Pose,Inproceedings,2021,"Kriegler, Andreas,Csaba, Beleznai,Gelautz, Margrit",10.3217/978-3-85125-869-1-01,,,,,0
E194,From In-Person to Distance Learning: Teaching Model-Driven Software Engineering in Remote Settings,Inproceedings,2021,"Bork, Dominik,Fend, Andreas,Scheffknecht, Dominik,Kappel, Gerti,Wimmer, Manuel",,,"The COVID-19 pandemic did not only dramatically impact the personal and social lives, for many academics, it also demanded immediate changes to the way their courses are taught. While a pragmatic approach is to do conventional lectures via video streaming platforms, much more may be done to educate students also in a remote setting properly. This particularly holds true for practice-oriented and technology-engaging courses. This paper describes our experience of transforming an in-person Master level class on model-driven software engineering into a distance learning one. We describe the structure, the content, the teaching and examination format, and the used platforms in detail. We critically reflect on our experiences and report the feedback gained by a post-class student evaluation. We believe this paper provides meaningful lessons learned and best practices for other educators challenged with the task of teaching similar courses in a remote setting. With this paper, we publish an openly available Github repository that features all course content including sample solutions for all practical lab assignments.",,,0
E192,The Varieties of Ought-Implies-Can and Deontic STIT Logic,Inproceedings,2021,"van Berkel, Kees,Lyon, Tim",,,,,,0
E192,The Gentle Murder Paradox in Sanskrit Philosophy,Inproceedings,2021,"Ciabattoni, Agata,van Berkel, Kees,Freschi, Elisa,Gulisano, Francesca,Olszewski, Maya",,,,,,0
E193;E192,Untangling Circular Drawings: Algorithms and Complexity,Inproceedings,2021,"Bhore, Sujoy,Li, Guangping,Nöllenburg, Martin,Rutter, Ignaz,Wu, Hsiang-Yun",10.4230/LIPIcs.ISAAC.2021.19,,"We consider the problem of untangling a given (non-planar) straight-line circular drawing &#948;G of an
outerplanar graph G = (V,E) into a planar straight-line circular drawing by shifting a minimum
number of vertices to a new position on the circle. For an outerplanar graph G, it is clear that such
a crossing-free circular drawing always exists and we define the circular shifting number shift&#9702;(&#948;G)
as the minimum number of vertices that need to be shifted to resolve all crossings of &#948;G. We show
that the problem Circular Untangling, asking whether shift&#9702;(&#948;G) &#8804; K for a given integer K,
is NP-complete. Based on this result we study Circular Untangling for almost-planar circular
drawings, in which a single edge is involved in all the crossings. In this case we provide a tight upper
bound shift&#9702;(&#948;G) &#8804; &#8970;n2
&#8971; &#8722; 1, where n is the number of vertices in G, and present a polynomial-time
algorithm to compute the circular shifting number of almost-planar drawings.",,,0
E193,View-Dependent Impostors for Architectural Shape Grammars,Inproceedings,2021,"Jia, Chao,Roth, Moritz,Kerbl, Bernhard,Wimmer, Michael",10.2312/pg.20211390,,,,,0
E194,A Practical Tool-Chain for the Development of Coordination Scenarios,Inproceedings,2021,"Kuehn, Eva Maria",10.1007/978-3-030-78142-2_15,Springer Cham,"Coordination scenarios have high demands on concurrency and interaction. However, these are typical sources for flaws in both design and implementation. A modeling approach enables reasoning about distributed algorithms and finding deficiencies right from the beginning. The Peer Model has been introduced as a modeling tool for distribution, concurrency and blackboard-based collaboration and coordination, relying on known foundations like tuple spaces, Petri Nets and Actor Model. A runtime system exists that serves Java developers for prototyping, but still a feasible tool-chain was missing, like for most academic systems.

This paper presents a practical new tool-chain for the Peer Model consisting of a graphical modelling tool, building on a drawing program that exports XML. A translator parses the XML and translates it into a newly developed domain specific language that is the basis for code generation. One target is a new, formal automaton-based runtime written in the Go programming language.It allows systematic simulation runs of user models. The demo shows a peer competition scenario, where several players play a game, a global state holds the players' scores, and in addition each peer maintains a decentralized state. Before taking a move in the game, a peer asserts its current local state to be the same like the global one. If this is the case, it carries out its action and distributes the information about it to all other players for further verification. The scenario captures core coordination mechanisms found in blockchain systems.","Koordinierungsszenarien stellen hohe Anforderungen an Gleichzeitigkeit und Interaktion. Dies sind jedoch typische Quellen für Fehler im Entwurf und in der Implementierung. Ein Modellierungsansatz ermöglicht es, über verteilte Algorithmen nachzudenken und Unzulänglichkeiten von Anfang an zu erkennen. Das Peer-Modell wurde als Modellierungswerkzeug für Verteilung, Nebenläufigkeit und Blackboard-basierte Zusammenarbeit und Koordination eingeführt und stützt sich auf bekannte Grundlagen wie Tupelräume, Petri-Netze und das Akteursmodell. Es gibt zwar ein Laufzeitsystem, das Java-Entwicklern für das Prototyping dient, aber wie bei den meisten akademischen Systemen fehlte bisher eine praktikable Tool-Chain.

In diesem Beitrag wird eine praktische neue Tool-Chain für das Peer-Modell vorgestellt, die aus einem grafischen Modellierungswerkzeug besteht, das auf einem Zeichenprogramm aufbaut, das XML exportiert. Ein Übersetzer parst das XML und übersetzt es in eine neu entwickelte domänenspezifische Sprache, die die Grundlage für die Codegenerierung bildet. Ein Ziel ist eine neue, auf formalen Automaten basierende Laufzeitumgebung, die in der Programmiersprache Go geschrieben ist und systematische Simulationsläufe von Benutzermodellen ermöglicht. Die Demo zeigt ein Peer-Competition-Szenario, bei dem mehrere Spieler ein Spiel spielen, ein globaler Zustand die Spielstände der Spieler hält und zusätzlich jeder Peer einen dezentralen Zustand unterhält. Bevor ein Peer einen Spielzug unternimmt, prüft er, ob sein aktueller lokaler Zustand mit dem globalen identisch ist. Wenn dies der Fall ist, führt er seine Aktion aus und verteilt die Informationen darüber an alle anderen Spieler zur weiteren Überprüfung. Das Szenario spiegelt die wichtigsten Koordinationsmechanismen in Blockchain-Systemen wider.",,0
E192,Solving Configuration Problems with ASP and Declarative Domain Specific Heuristics,Inproceedings,2021,"Taupe, Richard,Friedrich, Gerhard,Schekotihin, Konstantin,Weinzierl, Antonius",,,,,,0
E194,The Essence of Closures---A language design perspective,Inproceedings,2021,"Ertl, Martin Anton",,None,"Closures are originally associated with lexically
 scoped name binding. However, in the course of
 implementing closures in Gforth, it turned out that
 the actual function (the essence) of closures is to
 communicate data between closure creation and the
 closure execution (with the closure call usually
 being far from the closure creation). This paper
 presents a simple language extension for C:
 two-stage parameter passing, implemented with flat
 closures; the first stage creates a closure, the
 second stage calls it. Nested functions and access
 to outer locals are not needed.",,,0
E192,Hardness and Optimality in QBF Proof Systems Modulo NP,Inproceedings,2021,"Chew, Leroy",10.1007/978-3-030-80223-3_8,,"In this paper we show that extended Q-resolution is optimal
among all QBF proof systems that allow strategy extraction modulo an
NP oracle. In other words, for any QBF refutation system f where circuits
witnessing the Herbrand functions can be extracted in polynomial
time from f-refutations, f can be simulated by extended Q-resolution
augmented with an NP oracle as described by Beyersdor et al.We argue
that using NP oracles and strategy extraction gives a natural framework
to study QBF systems as they have relations to SAT calls and game
instances, respectively, in QBF solving.
A weaker version of QBF extension variables also put forward by Jussila
et al. does not have this optimality result, and we show that under an NP
oracle there is no improvement of weak extended Q-Resolution compared
to ordinary Q-Resolution.",,,0
E193,VisMiFlow: Visual Analytics to Support Citizen Migration Understanding Over Time and Space,Inproceedings,2021,"Scheidl, Andreas,Almeida Leite, Roger,Miksch, Silvia",10.2312/evs.20211056,The Eurographics Association,"Multivariate networks are complex data structures, which are ubiquitous in many application domains. Driven by a real-world
problem, namely the movement behavior of citizens in Vienna, we designed and implemented a Visual Analytics (VA) approach to
ease citizen behavior analyses over time and space. We used a dataset of citizens´ movement behavior to, from, or within Vienna
from 2007 to 2018, provided by Vienna´s city. To tackle the complexity of time, space, and other moving people´s attributes, we
follow a data-user-tasks design approach to support urban developers. We qualitatively evaluated our VA approach with five
experts coming from the field of VA and one non-expert. The evaluation illustrated the importance of task-specific visualization
and interaction techniques to support users´ decision-making and insights. We elaborate on our findings and suggest potential
future works to the field.",.,,0
E192,D-DEG: A Dynamic Cooperation-Based Approach for Reducing Resource Consumption in Autonomous Vehicles.,Inproceedings,2021,"Kain, Tobias,Mehlhorn, Marcel Aguirre,Müller, Julian-Steffen,Tompits, Hans",,,,,,0
E192,Dagstuhl Seminar on the Foundations of Composite Event Recognition,Inproceedings,2021,"Eiter, Thomas,Artikis, Alexander,Margara, Alessandro,Vansummeren, Stijn",10.1145/3456859.3456865,,,,,0
E192,A Scalable Reasoning and Learning Approach for Neural-Symbolic Stream Fusion,Inproceedings,2021,"Eiter, Thomas,Le-Phuoc, Danh,Le-Tuan, Anh",,,,,,0
E192,Reasoning about Explanations for Non-validation in SHACL (Extended abstract),Inproceedings,2021,"Ahmetaj, Shqiponja,David, Robert,Ortiz de la Fuente, M.Magdalena,Polleres, Axel,Shehu, Bojken,Simkus, Mantas",,None,,,,0
E194,ARES: Reliable and Sustainable Edge Provisioning for Wireless Sensor Networks,Article,2021,"Aral, Atakan,De Maio, Vincenzo,Brandic, Ivona",10.1109/tsusc.2021.3049850,,,,,0
E194,Sustainable and Trustworthy Edge Machine Learning.,Article,2021,"Brandic, Ivona",10.1109/mic.2021.3104383,,,,,0
E194,Detecting Multi Word Terms in patents the same way as entities,Article,2021,"Fink, Tobias,Andersson, Linda,Hanbury, Allan",10.1016/j.wpi.2021.102078,,,,,0
E192,Determining Inference Semantics for Disjunctive Logic Programs (Extended Abstract),Inproceedings,2021,"Shen, Yi-Dong,Eiter, Thomas",,,,,,0
E191,Vicuna: A Timing-Predictable RISC-V Vector Coprocessor for Scalable Parallel Computation,Inproceedings,2021,"Platzer, Michael,Puschner, Peter",10.4230/LIPIcs.ECRTS.2021.1,,"In this work, we present Vicuna, a timing-predictable vector coprocessor. A vector processor can be scaled to satisfy the performance requirements of massively parallel computation tasks, yet its timing behavior can remain simple enough to be efficiently analyzable. Therefore, vector processors are promising for highly parallel real-time applications, such as advanced driver assistance systems and autonomous vehicles. Vicuna has been specifically tailored to address the needs of real-time applications. It features predictable and repeatable timing behavior and is free of timing anomalies, thus enabling effective and tight worst-case execution time (WCET) analysis while retaining the performance and efficiency commonly seen in other vector processors. We demonstrate our architecture´s predictability, scalability, and performance by running a set of benchmark applications on several configurations of Vicuna synthesized on a Xilinx 7 Series FPGA with a peak performance of over 10 billion 8-bit operations per second, which is in line with existing non-predictable soft vector-processing architectures.",,,0
E192,A best possible result for the square of a 2-block to be hamiltonian,Article,2021,"Ekstein, Jan,Fleischner, Herbert",10.1016/j.disc.2020.112158,,"It is shown that for any choice of four different vertices x1, . . . , x4 in a 2-block G of order
p > 3, there is a hamiltonian cycle in G2 containing four different edges xiyi of E(G) for
certain vertices yi, i = 1, 2, 3, 4. This result is best possible.",,,0
E194,Polaris Scheduler: Edge Sensitive and SLO Aware Workload Scheduling in Cloud-Edge-IoT Clusters,Inproceedings,2021,"Nastic, Stefan,Pusztai, Thomas,Morichetta, Andrea,Casamayor Pujol, Victor,Dustdar, Schahram,Vij, Deepak,Xiong, Ying",10.1109/cloud53861.2021.00034,,"Application workload scheduling in hybrid Cloud-Edge-IoT infrastructures has been extensively researched over the last years. The recent trend of containerizing application workloads, both in the cloud and on the edge, has further fueled the need for more advanced scheduling solutions in these hybrid infrastructures. Unfortunately, most of the current approaches are not fully sensitive to the edge properties and also lack adequate support for Service Level Objective (SLO) awareness. Previously, we introduced software defined gateways (SDGs), which enable managing novel edge resources at scale. At the same time Kubernetes was initially released. In spite of not being specifically developed for the edge, Kubernetes implements many of the design principles introduced by our SDGs, making it suitable for building SDG extensions on top of it. In this paper we present Polaris Scheduler - a novel scheduling framework, which enables edge sensitive and SLO aware scheduling in the Cloud-Edge-IoT Continuum. Polaris Scheduler is being developed as a part of Linux Foundation's Centaurus project. We discuss the main research challenges, the approach, and the vision of SLO aware edge sensitive scheduling.",,,0
E191,Adversarial Training is Not Ready for Robot Learning,Inproceedings,2021,"Lechner, Mathias,Hasani, Ramin,Grosu, Radu,Rus, Daniela,Henzinger, Thomas A.",,,"Adversarial training is an effective method to train deep learning models that are resilient to norm-bounded perturbations, with the cost of nominal performance drop. While adversarial training appears to enhance the robustness and safety of a deep model deployed in open-world decision-critical applications, counterintuitively, it induces undesired behaviors in robot learning settings. In this paper, we show theoretically and experimentally that neural controllers obtained via adversarial training are subjected to three types of defects, namely transient, systematic, and conditional errors. We first generalize adversarial training to a safety-domain optimization scheme allowing for more generic specifications. We then prove that such a learning process tends to cause certain error profiles. We support our theoretical results by a thorough experimental safety analysis in a robot-learning task. Our results suggest that adversarial training is not yet ready for robot learning.","Adversariales Training ist eine effektive Methode, um Deep-Learning-Modelle zu trainieren, die gegenüber normgebundenen Störungen widerstandsfähig sind, allerdings um den Preis eines nominalen Leistungsabfalls. Während adversariales Training die Robustheit und Sicherheit eines Deep-Learning-Modells in entscheidungskritischen Open-World-Anwendungen zu verbessern scheint, führt es kontraintuitiv zu unerwünschten Verhaltensweisen in Roboter-Lernumgebungen. In diesem Beitrag zeigen wir theoretisch und experimentell, dass neuronale Steuerungen, die durch adversariales Training gewonnen werden, drei Arten von Fehlern aufweisen, nämlich transiente, systematische und bedingte Fehler. Zunächst verallgemeinern wir das kontradiktorische Training zu einem Optimierungsschema für den Sicherheitsbereich, das allgemeinere Spezifikationen zulässt. Anschließend beweisen wir, dass ein solcher Lernprozess dazu neigt, bestimmte Fehlerprofile zu verursachen. Wir stützen unsere theoretischen Ergebnisse durch eine gründliche experimentelle Sicherheitsanalyse in einer Roboter-Lernaufgabe. Unsere Ergebnisse deuten darauf hin, dass adversariales Training noch nicht für das Roboterlernen geeignet ist.",,0
E193,Context-Responsive Labeling in Augmented Reality,Inproceedings,2021,"Köppel, Thomas,Gröller, Eduard,Wu, Hsiang-Yun",10.1109/pacificvis52677.2021.00020,,"Route planning and navigation are common tasks that often require additional information on points of interest. Augmented Reality (AR) enables mobile users to utilize text labels, in order to provide a composite view associated with additional information in a real- world environment. Nonetheless, displaying all labels for points of interest on a mobile device will lead to unwanted overlaps between information, and thus a context-responsive strategy to properly ar- range labels is expected. The technique should remove overlaps, show the right level-of-detail, and maintain label coherence. This is necessary as the viewing angle in an AR system may change rapidly due to users´ behaviors. Coherence plays an essential role in retaining user experience and knowledge, as well as avoiding motion sickness. In this paper, we develop an approach that sys- tematically manages label visibility and levels-of-detail, as well as eliminates unexpected incoherent movement. We introduce three label management strategies, including (1) occlusion management, (2) level-of-detail management, and (3) coherence management by balancing the usage of the mobile phone screen. A greedy approach is developed for fast occlusion handling in AR. A level-of-detail scheme is adopted to arrange various types of labels. A 3D scene manipulation is then built to simultaneously suppress the incoherent behaviors induced by viewing angle changes. Finally, we present the feasibility and applicability of our approach through one synthetic and two real-world scenarios, followed by a qualitative user study.",,,0
E193,Impact of the COVID-19 Pandemic: Distance Learning at Schools: An analysis of problems through the switch from classroom teaching to distance learning in Austria,Inproceedings,2021,"Schwantler, Simon,Tellioglu, Hilda",10.1145/3474995.3475028,None,"Due to the sudden emergence of the COVID-19 pandemic in 2020, classroom teaching at Austrian secondary schools were no longer possible. Distance learning took the place of classroom teaching and an attempt was made to teach students virtually at home. This work provides a brief overview of (digitalization) initiatives of the Federal Ministry of Education, Science and Research in recent years, shows general approaches and cornerstones for the successful implementation of change processes and sheds light on the actual experiences of teachers in dealing with distance learning, espe- cially during the pandemic. The feedback from the teaching staff, obtained via an online survey and a one-on-one interview, was subsequently used to formulate a recommendation for action for the future and to draw attention to problems that would have been avoidable. It is also clear from the feedbacks of the teachers whether past digitization initiatives have been implemented by schools and who is responsible for a successful distance learning in practice. Distance learning is more than simply moving the lessons from the classrooms home. In particular, topics such as social contact and personal relationship building, which are a matter of course in classroom teaching, must be given special consideration in distance learning in order to prevent negative effects on students, teachers, parents and all persons involved in everyday school life.",,,0
E193,Visual Analytics Meet Electronic Health Records: How Can We Tackle the Challenges?,Presentation,2021-10-24,"Miksch, Silvia",,,,,,0
E192,Multivalued decision diagrams for prize-collecting job sequencing with one common and multiple secondary resources,Article,2021-07,"Maschler, Johannes,Raidl, Günther",10.1007/s10479-019-03479-6,,"Multivalued decision diagrams (MDD) are a powerful tool for approaching combinatorial optimization problems. Relatively compact relaxed and restricted MDDs are applied to obtain dual bounds and heuristic solutions and provide opportunities for new branching schemes. We consider a prize-collecting sequencing problem in which a subset of given jobs has to be found that is schedulable and yields maximum total prize. The primary aim of this work is to study different methods for creating relaxed MDDs for this problem. To this end, we adopt and extend the two main MDD compilation approaches found in the literature: top down construction and incremental refinement. In a series of computational experiments these methods are compared. The results indicate that for our problem the incremental refinement method produces MDDs with stronger bounds. Moreover, heuristic solutions are derived by compiling restricted MDDs and by applying a general variable neighborhood search (GVNS). Here we observe that the top down construction of restricted MDDs is able to yield better solutions as the GVNS on small to medium-sized instances.",,pdfs/Multivalued_decision_diagrams_for_prize-collecting_job_sequencing_with_one_common_and_multiple_secondary_resources.pdf,1
E192,Mutation testing with hyperproperties,Article,2021,"Fellner, Andreas,Tabaei Befrouei, Mitra,Weissenbacher, Georg",10.1007/s10270-020-00850-1,,,,,0
E194;E101,An Overview of the State of the Art in Co-Simulation and Related Methods,Article,2021,"Hafner, Irene,Popper, Niki",10.11128/sne.31.on.10582,,,,,0
E191,"A Perspective on ""CCS Expressions, Finite State Processes, and Three Problems of Equivalence""",Article,2021,"Bartocci, Ezio,Bender, Michael A.",10.1145/3510382.3510394,,"With the publication of the Kannellakis-Smolka 1983 PODC paper, Kanellakis and Smolka pioneered the development of efficient algorithms for deciding behavioral equivalence of concurrent and distributed processes, especially bisimulation equivalence. Bisimulation is the cornerstone of the process-algebraic approach to modeling and verifying concurrent and distributed systems. They also presented complexity results that showed certain behavioral equivalences are computationally intractable. Collectively, their results founded the subdiscipline of algorithmic process theory, and established the associated bridges between the European research community, whose focus at the time was on process theory, and that of the US, with a rich tradition in algorithm design and computational complexity, but to whom process theory was largely unknown.",,,0
E193,Cobots in Industry 4.0: A Roadmap for Future Practice Studies on Human-Robot Collaboration,Article,2021,"Weiss, Astrid,Wortmeier, Ann-Kathrin,Kubicek, Bettina",10.1109/thms.2021.3092684,,,,,0
E194,Message from the iThings 2021 General Chairs,Inproceedings,2021,"Georgakopoulos, Dimitrios,Dustdar, Schahram,Gu, Tao",10.1109/ithings-greencom-cpscom-smartdata-cybermatics53846.2021.00005,,,,,0
E194,Teaching Software Quality Assurance with Gamification and Continuous Feedback Techniques,Inproceedings,2021,"Moser, Georg,Vallon, Raoul,Bernhart, Mario,Grechenig, Thomas",,,"Delivering high quality code is a critical success
factor for any software project. Thus the teaching of proper
software quality assurance skills presents an important objective
for educational institutions. We conducted a single-case study
in a student project environment to evaluate the improvement
of the quality assurance process by measures of continuous
feedback and elements of gamification and also have students gain
experience with these measures in an industrial-like setup. Based
on our data analysis, results suggest that the software quality and
also learning experience can both be improved by our proposed
measures. Moreover, key findings include that gamification can
serve as a strong motivational driver to developers to deal with
software quality issues and also facilitate knowledge transfer,
but also that sufficient effort needs to be put into balancing the
reward system to achieve a long-lasting effect.",,,0
E192,Certified DQBF Solving by Definition Extraction,Inproceedings,2021,"Reichl, Franz-Xaver,Slivovsky, Friedrich,Szeider, Stefan",10.1007/978-3-030-80223-3_34,,"We propose a new decision procedure for dependency quantified
Boolean formulas (DQBFs) that uses interpolation-based definition
extraction to compute Skolem functions in a counter-example guided
inductive synthesis (CEGIS) loop. In each iteration, a family of candidate
Skolem functions is tested for correctness using a SAT solver, which
either determines that a model has been found, or returns an assignment
of the universal variables as a counterexample. Fixing a counterexample
generally involves changing candidates of multiple existential variables
with incomparable dependency sets. Our procedure introduces auxiliary
variables-which we call arbiter variables-that each represent the value
of an existential variable for a particular assignment of its dependency
set. Possible repairs are expressed as clauses on these variables, and a
SAT solver is invoked to find an assignment that deals with all previously
seen counterexamples. Arbiter variables define the values of Skolem functions
for assignments where they were previously undefined, and may lead
to the detection of further Skolem functions by definition extraction.
A key feature of the proposed procedure is that it is certifying by
design: for true DQBF, models can be returned at minimal overhead.
Towards certification of false formulas, we prove that clauses can be
derived in an expansion-based proof system for DQBF.
In an experimental evaluation on standard benchmark sets, a prototype
implementation was able to match (and in some cases, surpass)
the performance of state-of-the-art-solvers. Moreover, models could be
extracted and validated for all true instances that were solved.",,,0
E192,Answer-Set Programming for Lexicographical Makespan Optimisation in Parallel Machine Scheduling,Inproceedings,2021,"Eiter, Thomas,Geibinger, Tobias,Musliu, Nysret,Oetsch, Johannes,Skočovský, Peter,Stepanova, Daria",10.24963/kr.2021/27,,"We deal with a challenging scheduling problem on parallel-machines with sequence-dependent setup times and release dates from a real-world application of semiconductor work-shop production. There, jobs can only be processed by dedicated machines, thus few machines can determine the makespan almost regardless of how jobs are scheduled on the remaining ones. This causes problems when machines fail and jobs need to be rescheduled. Instead of optimising only the makespan, we put the individual machine spans in non-ascending order and lexicographically minimise the resulting tuples. This achieves that all machines complete as early as possible and increases the robustness of the schedule. We study the application of Answer-Set Programming (ASP) to solve this problem. While ASP eases modelling, the combination of timing constraints and the considered objective function challenges current solving technology. The former issue is addressed by using an extension of ASP by difference logic. For the latter, we devise different algorithms that use multi-shot solving. To tackle industrial-sized instances, we study different approximations and heuristics. Our experimental results show that ASP is indeed a promising KRR paradigm for this problem and is competitive with state-of-the-art CP and MIP solvers.",,,0
E191,Round-Oblivious Stabilizing Consensus in Dynamic Networks,Inproceedings,2021,"Schwarz, Manfred,Schmid, Ulrich",10.1007/978-3-030-91081-5_11,None,"In this paper, we study deterministic consensus in practical directed dynamic networks. We show that it is straightforward to remove the dependence on round numbers even for quite complex algorithms like the optimal terminating consensus algorithm for the short-lived vertex-stable root components message adversary (Winkler et al., Distributed Computing, 2019). The resulting algorithm is inherently resilient against synchronization-related errors, and can be proved correct by a simple simulation equivalence. Moreover, our approach naturally leads to a novel optimal solution for stabilizing consensus for this message adversary. Finally, we negatively answer the question of whether such algorithms could benefit from a stronger communication model, where senders get immediate notification of successful transmission. The typical strive for implementing low-level bidirectional connectivity, or implicit acknowledgments as in the JAG protocol (Boano et al., RTSS´12), in practical implementations hence appears to be an overkill for solving consensus.",,,0
E191,"Identification of security threats, safety hazards, and interdependencies in industrial edge computing",Inproceedings,2021,"Denzler, Patrick,Hollerer, Siegfried,Frühwirth, Thomas,Kastner, Wolfgang",,,"Edge computing provides the means for higher integration and seamless communication in industrial automation. Due to the paradigm´s distributed nature, it faces several security threats and safety hazards. This paper presents an adjusted method of combing STRIDE-LM and HAZOP to identify security threats, safety hazards, and interdependencies suitable for edge computing. The method allows a bi-directional identification of &#119898; : &#119899; interdependencies between threats and hazards. The paper concludes by outlining further research, including identifying possible failure chains, later risk analysis, evaluation, and treatment.",,,0
E193,DOT: Dynamic Object Tracking for Visual SLAM,Inproceedings,2021,"Ballester, Irene,Fontan, Alejandro,Civera, Javier,Strobl, Klaus H.,Triebel, Rudolph",10.1109/icra48506.2021.9561452,,,,,0
E193,Efficient Models for Real-Time Person Segmentation on Mobile Phones,Inproceedings,2021,"Strohmayer, Julian,Knapp, Jakob,Kampel, Martin",10.23919/eusipco54536.2021.9616237,,,,,0
E194,Virtual Knowledge Graphs for Federated Log Analysis,Inproceedings,2021,"Kurniawan, Kabul,Ekelhart, Andreas,Kiesling, Elmar,Winkler, Dietmar",10.1145/3465481.3465767,,"Security professionals rely extensively on log data to monitor IT
infrastructures and investigate potentially malicious activities. Existing systems support these tasks by collecting log messages in
a database, from where log events can be queried and correlated.
Such centralized approaches are typically based on a relational
model and store log messages as plain text, which offers limited
flexibility for the representation of heterogeneous log events and
the connections between them. A knowledge graph representation
can overcome such limitations and enable graph pattern-based log
analysis, leveraging semantic relationships between objects that
appear in heterogeneous log streams. In this paper, we present a
method to dynamically construct such log knowledge graphs at
query time, i.e., without a priori parsing, aggregation, processing,
and materialization of log data. Specifically, we propose a method
that - for a given query formulated in SPARQL - dynamically constructs a virtual log knowledge graph directly from heterogeneous
raw log files across multiple hosts and contextualizes the result
with internal and external background knowledge. We evaluate the
approach across multiple heterogeneous log sources and machines
and see encouraging results that indicate that the approach is viable
and facilitates ad-hoc graph-analytic queries in federated settings.",,,0
E191,Fire!,Inproceedings,2021,"Fruzsa, Krisztina,Kuznets, Roman,Schmid, Ulrich",10.4204/eptcs.335.13,,"In this paper, we provide an epistemic analysis of a simple variant of the fundamental consistent broadcasting primitive for byzantine fault-tolerant asynchronous distributed systems. Our Firing Rebels with Relay (FRR) primitive enables agents with a local preference for acting/not acting to trigger an action (FIRE) at all correct agents, in an all-or-nothing fashion. By using the epistemic reasoning framework for byzantine multi-agent systems introduced in our TARK'19 paper, we develop the necessary and sufficient state of knowledge that needs to be acquired by the agents in order to FIRE. It involves eventual common hope (a modality related to belief), which we show to be attained already by achieving eventual mutual hope in the case of FRR. We also identify subtle variations of the necessary and sufficient state of knowledge for FRR for different assumptions on the local preferences.",,,0
E191,Uniform Interpolation via Nested Sequents,Inproceedings,2021,"van der Giessen, Iris,Jalali, Raheleh,Kuznets, Roman",10.1007/978-3-030-88853-4_21,,"A modular proof-theoretic framework was recently developed to prove Craig interpolation for normal modal logics based on generalizations of sequent calculi (e.g., nested sequents, hypersequents, and labelled sequents). In this paper, we turn to uniform interpolation, which is stronger than Craig interpolation. We develop a constructive method for proving uniform interpolation via nested sequents and apply it to reprove the uniform interpolation property for normal modal logics K, D, and T. While our method is proof-theoretic, the definition of uniform interpolation for nested sequents also uses semantic notions, including bisimulation modulo an atomic proposition.",,,0
E194,Flexibe Multi-Aspect Model Integration for Cyber-Physical Production Systems Engineering,Inproceedings,2021,"Rinker, Felix",,,"Background. Consistent cross-disciplinary engineering data
models have become increasingly important for engineers and project
managers to validate system designs or implement new features in existing systems. However, discipline-specific designs (mechanical, electrical,
automation engineering etc.) in isolated data models and proprietary
software tools often create information silos. Similar to information systems, the challenges in Cyber-Physical Production System (CPPS) are a
high amount of heterogeneous data that needs to be analysed and accessible for stakeholders and systems. Aim. The goal of the Flexible Multiaspect Model Integration project is to support the integration of local
engineering views and artefacts using the definition of common concepts
across different disciplines. Therefore, the thesis project will provide capabilities to integrate and validate multi-aspect models more efficiently
to increase the data quality. Method. The project will follow Design Science methodology to design and evaluate i) a method for collecting and
defining common concepts across engineering disciplines, ii) a modularised software system design that enables flexible model integration
processes in a CPPS context, and iii) an exemplary model integration
process that supports data integration needs in the planning, operation,
and analytics phase. The model integration processes are evaluated with
real-world uses cases from industry. Conclusion. The information systems community will gain insight into the requirements in engineering
and a method for agreeing on an inter-disciplinary common understanding from this research.",,,0
E194,A Systematic Study as Foundation for a Variability Modeling Body of Knowledge,Inproceedings,2021,"Feichtinger, Kevin,Meixner, Kristof,Rabiser, Rick,Biffl, Stefan",,,"In software product line engineering, engineers and
researchers use variability models to explicitly represent the commonalities and variability of software systems to foster systematic
reuse. Variability modeling has been a field of extensive research
for over three decades, including Systematic Literature Reviews
(SLRs) and Systematic Mapping Studies (SMSs) to categorize
and compare different approaches. Much effort goes into such
(secondary) studies, partly because they are often done from
scratch and searching for relevant studies for specific research
questions is tedious. Systematic reuse of search results would
benefit the community by improving the efficiency and quality
of such studies. In this paper, we report on creating a curated
data set of 78 key SLR/SMS publications and primary studies
(e.g., surveys) on variability modeling by conducting a tertiary
SMS on variability modeling. When using such a curated paper
data set for a secondary study, we estimate researchers can save
up to 50 percent effort in the search phase. We present the
publicly available data set, which includes categorization of the
studies and provides update mechanisms. We see our data set
as a foundation for building a Variability Modeling Body of
Knowledge (VMBoK). We illustrate the efficient use of the data
set in two SLR examples. We argue that our process and the data
set can be useful for various research communities to improve
the efficiency and quality of secondary (and tertiary) studies.",,,0
